2026-04-26 20:42:15 | INFO | Pipeline started
2026-04-26 20:42:55 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | WARNING | Chunk 2 failed extraction — skipping.
2026-04-26 20:42:55 | INFO | Processing chunk 3/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:55 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | WARNING | Chunk 3 failed extraction — skipping.
2026-04-26 20:42:55 | INFO | Processing chunk 4/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:55 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | WARNING | Chunk 4 failed extraction — skipping.
2026-04-26 20:42:55 | INFO | Processing chunk 5/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:55 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | WARNING | Chunk 5 failed extraction — skipping.
2026-04-26 20:42:55 | INFO | Processing chunk 6/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:55 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | WARNING | Chunk 6 failed extraction — skipping.
2026-04-26 20:42:55 | INFO | Processing chunk 7/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:55 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:55 | WARNING | Chunk 7 failed extraction — skipping.
2026-04-26 20:42:55 | INFO | Processing chunk 8/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 8 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 9/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 9 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 10/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 10 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 11/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 11 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 12/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 12 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 13/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 13 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 14/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 14 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 15/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 15 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 16/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 16 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 17/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 17 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 18/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 18 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 19/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:56 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:56 | WARNING | Chunk 19 failed extraction — skipping.
2026-04-26 20:42:56 | INFO | Processing chunk 20/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:57 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | WARNING | Chunk 20 failed extraction — skipping.
2026-04-26 20:42:57 | INFO | Processing chunk 21/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:57 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | WARNING | Chunk 21 failed extraction — skipping.
2026-04-26 20:42:57 | INFO | Processing chunk 22/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:57 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | WARNING | Chunk 22 failed extraction — skipping.
2026-04-26 20:42:57 | INFO | Processing chunk 23/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:57 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | WARNING | Chunk 23 failed extraction — skipping.
2026-04-26 20:42:57 | INFO | Processing chunk 24/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:57 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | WARNING | Chunk 24 failed extraction — skipping.
2026-04-26 20:42:57 | INFO | Processing chunk 25/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:57 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | WARNING | Chunk 25 failed extraction — skipping.
2026-04-26 20:42:57 | INFO | Processing chunk 26/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:57 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | WARNING | Chunk 26 failed extraction — skipping.
2026-04-26 20:42:57 | INFO | Processing chunk 27/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:57 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | WARNING | Chunk 27 failed extraction — skipping.
2026-04-26 20:42:57 | INFO | Processing chunk 28/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:57 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | WARNING | Chunk 28 failed extraction — skipping.
2026-04-26 20:42:57 | INFO | Processing chunk 29/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:57 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | WARNING | Chunk 29 failed extraction — skipping.
2026-04-26 20:42:57 | INFO | Processing chunk 30/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:57 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:57 | WARNING | Chunk 30 failed extraction — skipping.
2026-04-26 20:42:57 | INFO | Processing chunk 31/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:58 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:58 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:58 | WARNING | Chunk 31 failed extraction — skipping.
2026-04-26 20:42:58 | INFO | Processing chunk 32/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:58 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:58 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:58 | WARNING | Chunk 32 failed extraction — skipping.
2026-04-26 20:42:58 | INFO | Processing chunk 33/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:58 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:58 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:58 | WARNING | Chunk 33 failed extraction — skipping.
2026-04-26 20:42:58 | INFO | Processing chunk 34/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:58 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:58 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:58 | WARNING | Chunk 34 failed extraction — skipping.
2026-04-26 20:42:58 | INFO | Processing chunk 35/75 — source: https://en.wikipedia.org/wiki/Artificial_intelligence
2026-04-26 20:42:58 | ERROR | Non-retriable API error 400: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:58 | ERROR | Fatal error during extraction: Error code: 400 - {'error': {'message': 'The model `llama3-8b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.', 'type': 'invalid_request_error', 'code': 'model_decommissioned'}}
2026-04-26 20:42:58 | WARNING | Chunk 35 failed extraction — skipping.
